maker_id,maker_name,type,city_maker,auction_house,sale_date,lot,usd,gbp,eur,bold_currency
136,"Conia, Stefano",Violin,Cremona,Phillip's,"Mar 29, 1990",152,5752.0,3520.0,,gbp
136,"Conia, Stefano",Violin,Cremona,Bongartz's,"Nov 20, 1989",56,5392.0,3459.0,,
136,"Conia, Stefano",Viola,Cremona,Phillip's,"Oct 12, 1989",93,4437.0,2860.0,,gbp
136,"Conia, Stefano",Viola,Cremona,Sotheby's,"Jun 15, 1989",46,4680.0,3080.0,,gbp
136,"Conia, Stefano",Cello,Cremona,Sotheby's,"Nov 12, 1987",97,11600.0,6600.0,,gbp
136,"Conia, Stefano",Viola,Cremona,Christie's,"Mar 6, 1986",68,1760.0,1208.0,,usd
136,"Conia, Stefano",Violin,Cremona,Sotheby's,"Jul 4, 1985",113,3177.0,2420.0,,gbp
136,"Conia, Stefano",Viola,Cremona,Phillip's,"Jun 27, 1985",141,1421.0,1100.0,,gbp
136,"Conia, Stefano",Viola,Cremona,Sotheby's,"Apr 3, 1985",56,1338.0,1100.0,,gbp
136,"Conia, Stefano",Violin,Cremona,Sotheby Parke Bernet,"Jan 18, 1984",21,2970.0,2100.0,,usd
136,"Conia, Stefano",Violin,Cremona,Sotheby Parke Bernet,"Jan 18, 1984",22,2530.0,1789.0,,usd
982,"Conn, C. G.",Violin,,Skinner,"Nov 20, 1994",263,633.0,404.0,,usd
982,"Conn, C. G.",Violin,,Christie's,"May 20, 1986",145,425.0,280.0,,gbp
5145,"Contal, F.",Cello,Mirecourt,Christie's,"Apr 23, 1991",224,2072.0,1210.0,,gbp
3100,"Contal, Francois",Cello,Mirecourt,,"Jun 6, 2024",,2796.0,2187.0,2572.0,eur
5146,"Contal, Georges",Violin,Paris,,"Jul 26, 2024",,4505.0,3500.0,4148.0,gbp
2193,"Contavalli, Luigi",Violin,,da Salo Auction,"Jun 1, 2005",394,4594.0,2535.0,3757.0,eur
2193,"Contavalli, Luigi",Violin,Imola,Sotheby's,"Oct 23, 1997",39,2986.0,1830.0,,
1552,"Contavalli, Primo",Violin,Imola,,"May 31, 2024",,12000.0,9440.0,11058.0,usd
1552,"Contavalli, Primo",Cello,Imola,Tarisio,"Oct 14, 2016",58,22420.0,18354.0,20372.0,usd
1552,"Contavalli, Primo",Violin,Imola,Tarisio,"Mar 15, 2016",176,11909.0,8400.0,10720.0,gbp
1552,"Contavalli, Primo",Violin,Imola,Skinner,"Apr 29, 2012",67,14220.0,8764.0,10749.0,usd
1552,"Contavalli, Primo",Violin,Imola,Sotheby's,"Mar 8, 2011",194,8082.0,5000.0,5815.0,gbp
1552,"Contavalli, Primo",Violin,Imola,Sotheby's,"Nov 1, 2005",127,10578.0,6000.0,8809.0,gbp
1552,"Contavalli, Primo",Violin,Imola,Sotheby's,"Oct 4, 2001",25,4200.0,2843.0,4607.0,usd
1552,"Contavalli, Primo",Cello,Imola,Christie's,"May 4, 2001",210,22913.0,15954.0,25633.0,usd
1552,"Contavalli, Primo",Viola,Imola,Skinner,"Nov 8, 1998",177,3680.0,2220.0,,usd
1552,"Contavalli, Primo",Violin,,Christie's,"Jun 17, 1998",158,7263.0,4370.0,,gbp
1552,"Contavalli, Primo",Violin,,Sotheby's,"Mar 18, 1997",126,14619.0,9200.0,,gbp
1552,"Contavalli, Primo",Cello,Imola,Bongartz's,"Apr 9, 1984",44,836.0,587.0,,
1845,"Conti, Aldo",Violin,Cesena,Tarisio,"Nov 8, 2018",200,4720.0,3602.0,4127.0,usd
1845,"Conti, Aldo",Viola,Cesena,T2 Auctions,"Aug 3, 2018",28,3300.0,2538.0,2851.0,usd
1845,"Conti, Aldo",Violin,Cesena,Tarisio,"Nov 4, 2015",127,5549.0,3600.0,5075.0,gbp
1845,"Conti, Aldo",Violin,Cesena,Tarisio,"Jun 26, 2014",129,6454.0,3835.0,4771.0,gbp
1845,"Conti, Aldo",Viola,Cesena,Sotheby's,"Mar 10, 2009",74,2768.0,2000.0,2165.0,gbp
1845,"Conti, Aldo",Cello,,Bongartz's,"Nov 12, 2005",89,6591.0,3793.0,5635.0,eur
2672,"Conti, Ivano",Violin,Les Bayards,,"Nov 15, 2024",,3835.0,3024.0,3624.0,usd
2672,"Conti, Ivano",Violin Bow,,Vichy-Enchères,"Jun 2, 2022",196,1156.0,922.0,1080.0,eur
2672,"Conti, Ivano",Violin Bow,Berne,Tarisio,"Mar 28, 2013",57,863.0,570.0,674.0,gbp
2672,"Conti, Ivano",Violin Bow,Berne,Tarisio,"Oct 29, 2012",69,962.0,600.0,746.0,gbp
2672,"Conti, Ivano",Violin,Les Bayards,Sotheby's,"Jun 20, 1995",293,2950.0,1840.0,,gbp
2672,"Conti, Ivano",Violin,Cremona,Christie's,"Nov 11, 1986",210,1184.0,825.0,,gbp
137,"Contino, Alfredo",Violin,Naples,,"Nov 17, 2023",,23600.0,19003.0,21712.0,usd
137,"Contino, Alfredo",Violin,Naples,,"Oct 24, 2023",,26741.0,21942.0,25200.0,eur
137,"Contino, Alfredo",Violin,Naples,,"Jun 9, 2023",,27140.0,21581.0,25197.0,usd
137,"Contino, Alfredo",Violin,Naples,Tarisio,"Nov 18, 2022",148,36000.0,30289.0,34835.0,usd
137,"Contino, Alfredo",Viola,Naples,Tarisio,"Jun 10, 2022",30,17700.0,14309.0,16814.0,usd
137,"Contino, Alfredo",Violin,Naples,Tarisio,"Jun 10, 2022",126,35400.0,28618.0,33628.0,usd
137,"Contino, Alfredo",Violin,Naples,Tarisio,"Oct 19, 2020",151,38360.0,29500.0,32556.0,gbp
137,"Contino, Alfredo",Violin,Naples,Tarisio,"Nov 8, 2019",180,18000.0,14043.0,16321.0,usd
137,"Contino, Alfredo",Violin,Naples,Brompton's,"Oct 23, 2017",213,15825.0,12000.0,13470.0,gbp
137,"Contino, Alfredo",Violin,Naples,Tarisio,"Jun 27, 2017",167,22602.0,17700.0,20022.0,gbp
137,"Contino, Alfredo",Cello,Naples,Tarisio,"Oct 14, 2016",57,33000.0,27015.0,29986.0,usd
137,"Contino, Alfredo",Violin,Naples,Ingles & Hayday,"Oct 25, 2016",11,20501.0,16800.0,18862.0,gbp
137,"Contino, Alfredo",Violin,Naples,Tarisio,"Oct 24, 2015",223,21600.0,14022.0,19488.0,usd
137,"Contino, Alfredo",Violin,Naples,Tarisio,"Oct 24, 2015",232,24000.0,15580.0,21653.0,usd
137,"Contino, Alfredo",Violin,Naples,Tarisio,"Oct 17, 2014",283,23600.0,14754.0,18511.0,usd
137,"Contino, Alfredo",Violin,Naples,Brompton's,"Oct 27, 2014",308,23241.0,14400.0,18196.0,gbp
137,"Contino, Alfredo",Violin,Naples,Bonhams,"Oct 29, 2014",100,20175.0,12500.0,15795.0,gbp
137,"Contino, Alfredo",Violin,Naples,Brompton's,"Jun 23, 2014",259,24232.0,14400.0,17913.0,gbp
137,"Contino, Alfredo",Violin,Naples,Tarisio,"Jun 26, 2014",158,25814.0,15340.0,19082.0,gbp
137,"Contino, Alfredo",Violin,Naples,Skinner,"Apr 28, 2013",36,15990.0,10337.0,12272.0,usd
137,"Contino, Alfredo",Violin,Naples,Tarisio,"Mar 28, 2013",191,18172.0,12000.0,14191.0,gbp
137,"Contino, Alfredo",Cello,Naples,Tarisio,"Nov 28, 2012",124,57000.0,35677.0,44217.0,usd
137,"Contino, Alfredo",Violin,Naples,Tarisio,"Nov 28, 2012",319,36000.0,22533.0,27926.0,usd
137,"Contino, Alfredo",Violin,Naples,Tarisio,"Apr 27, 2012",302,24000.0,14791.0,18142.0,usd
137,"Contino, Alfredo",Violin,Naples,Tarisio,"Mar 5, 2012",150,41815.0,26400.0,31630.0,gbp
137,"Contino, Alfredo",Violin,,Brompton's,"Sep 12, 2011",87,7591.0,4800.0,5559.0,gbp
137,"Contino, Alfredo",Violin,Naples,Christie's,"Apr 29, 2011",29,18750.0,11234.0,12618.0,usd
137,"Contino, Alfredo",Violin,Naples,Brompton's,"Mar 7, 2011",13,29167.0,18000.0,20792.0,gbp
137,"Contino, Alfredo",Violin,Naples,Tarisio,"May 9, 2008",298,24570.0,12609.0,15895.0,usd
137,"Contino, Alfredo",Violin,Naples,Christie's,"Apr 4, 2008",90,22500.0,11280.0,14311.0,usd
137,"Contino, Alfredo",Violin,Naples,Tarisio,"Mar 13, 2008",211,47528.0,23400.0,30511.0,gbp
137,"Contino, Alfredo",Cello,Naples,Christie's,"Oct 12, 2007",153,67000.0,32940.0,47273.0,usd
137,"Contino, Alfredo",Violin,Naples,Tarisio,"May 11, 2007",366,12650.0,6381.0,9380.0,usd
137,"Contino, Alfredo",Violin,Naples,Tarisio,"May 11, 2007",367,20700.0,10442.0,15349.0,usd
137,"Contino, Alfredo",Violin,Naples,Casa d'Aste Babuino,"Dec 14, 2006",-,22163.0,11281.0,16800.0,eur
137,"Contino, Alfredo",Violin,Naples,Bonhams,"Nov 6, 2006",126,18208.0,9600.0,14335.0,gbp
137,"Contino, Alfredo",Violin,Naples,Skinner,"May 7, 2006",80,22325.0,12010.0,17595.0,usd
137,"Contino, Alfredo",Violin,,Christie's,"May 16, 2006",120,2880.0,1530.0,2247.0,usd
137,"Contino, Alfredo",Violin,Naples,Tarisio,"May 19, 2006",478,25300.0,13490.0,19817.0,usd
137,"Contino, Alfredo",Violin,Naples,Skinner,"May 2, 2004",409,23500.0,13244.0,19670.0,usd
137,"Contino, Alfredo",Violin,Naples,Christie's,"Apr 29, 2004",34,21510.0,12118.0,18189.0,usd
137,"Contino, Alfredo",Cello,Naples,Christie's,"Oct 9, 2003",113,35850.0,21585.0,30412.0,usd
137,"Contino, Alfredo",Violin,Naples,Christie's,"Apr 30, 2003",25,17328.0,10830.0,15567.0,usd
137,"Contino, Alfredo",Violin,Naples,Skinner,"Oct 13, 2002",95,17625.0,11294.0,17881.0,usd
137,"Contino, Alfredo",Violin,Naples,Tarisio,"Jun 6, 2002",IV 55,12375.0,8480.0,13185.0,usd
137,"Contino, Alfredo",Violin,Naples,Sotheby's,"Mar 12, 2002",14,26736.0,18900.0,30615.0,gbp
137,"Contino, Alfredo",Violin,Naples,Tarisio,"Nov 9, 2001",IV 25,11250.0,7719.0,12598.0,usd
137,"Contino, Alfredo",Violin,Naples,Tarisio,"Nov 9, 2001",LA 71,13500.0,9263.0,15118.0,usd
137,"Contino, Alfredo",Violin,Naples,Skinner,"May 6, 2001",69,10925.0,7607.0,12222.0,usd
137,"Contino, Alfredo",Violin,Naples,Tarisio,"Nov 10, 2000",IV 23,8250.0,5767.0,9512.0,usd
137,"Contino, Alfredo",Violin,Naples,Christie's,"Mar 15, 2000",28,11797.0,7500.0,12229.0,gbp
137,"Contino, Alfredo",Violin,Naples,Christie's,"Nov 17, 1999",24,19477.0,12000.0,18714.0,gbp
137,"Contino, Alfredo",Viola,Naples,Skinner,"May 9, 1999",17,8050.0,4924.0,7463.0,usd
137,"Contino, Alfredo",Violin,Naples,Bonhams,"Mar 16, 1999",112,16808.0,10350.0,15419.0,gbp
137,"Contino, Alfredo",Violin,Naples,Sotheby's,"Jun 16, 1998",21,19004.0,11500.0,,gbp
137,"Contino, Alfredo",Violin,Naples,Skinner,"May 4, 1997",11,18400.0,11348.0,,usd
137,"Contino, Alfredo",Violin,Naples,Skinner,"May 4, 1997",35,8625.0,5319.0,,usd
137,"Contino, Alfredo",Violin,Naples,Skinner,"Dec 3, 1995",90,8050.0,5241.0,,usd
137,"Contino, Alfredo",Violin,Naples,Bonhams,"Jun 20, 1995",130,19396.0,12100.0,,gbp
137,"Contino, Alfredo",Violin,Naples,Skinner,"Nov 20, 1994",50,10925.0,6967.0,,usd
137,"Contino, Alfredo",Violin,Naples,Phillip's,"Jun 29, 1993",133,4321.0,2875.0,,gbp
137,"Contino, Alfredo",Violin,Naples,Skinner,"Nov 11, 1990",141,11550.0,5873.0,,usd
137,"Contino, Alfredo",Cello,Naples,Phillip's,"Nov 15, 1990",282,6035.0,3080.0,,gbp
137,"Contino, Alfredo",Violin,Cesena,Christie's,"Nov 21, 1990",159,4980.0,2530.0,,gbp
137,"Contino, Alfredo",Violin,,Bongartz's,"Nov 16, 1987",198,2066.0,1181.0,,
137,"Contino, Alfredo",Violin,Naples,Sotheby's,"Nov 12, 1986",191,3609.0,2530.0,,gbp
137,"Contino, Alfredo",Violin,Naples,Christie's,"Mar 6, 1986",161,4950.0,3396.0,,usd
137,"Contino, Alfredo",Violin,Naples,Christie's,"Mar 18, 1986",127,1276.0,864.0,,gbp
137,"Contino, Alfredo",Violin,Naples,Sotheby Parke Bernet,"Jun 19, 1985",5,3300.0,2526.0,,usd
137,"Contino, Alfredo",Violin,Naples,Sotheby's,"Dec 18, 1984",63,6600.0,5565.0,,usd
137,"Contino, Alfredo",Violin,Naples,Christie's,"Jan 17, 1984",37,4620.0,3275.0,,usd
137,"Contino, Alfredo",Cello,Naples,Sotheby Parke Bernet,"Apr 5, 1977",78,5600.0,3256.0,,usd
1368,"Contreras, José I",Violin,Madrid,Christie's,"Apr 4, 2008",33,24000.0,12032.0,15265.0,usd
1368,"Contreras, José I",Violin,,da Salo Auction,"Jun 1, 2005",212,70343.0,38821.0,57526.0,eur
1368,"Contreras, José I",Violin,Madrid,Sotheby's,"May 24, 2005",208,41697.0,22800.0,33048.0,gbp
1368,"Contreras, José I",Violin,,Phillip's,"Nov 20, 1997",84,25303.0,14950.0,,gbp
1368,"Contreras, José I",Violin,,Phillip's,"Oct 9, 1997",84,24286.0,14950.0,,gbp
1368,"Contreras, José I",Violin,Madrid,Christie's,"Jun 12, 1996",164,14117.0,9200.0,,gbp
1368,"Contreras, José I",Violin,Madrid,Christie's,"Nov 11, 1987",200,11791.0,6600.0,,gbp
1368,"Contreras, José I",Cello,Granada,Sotheby's,"Nov 27, 1969",-,1560.0,650.0,,gbp
1253,"Cooper, Hugh Wyatt",Violin,Glasgow,Skinner,"Nov 6, 2011",355,1185.0,741.0,860.0,usd
1253,"Cooper, Hugh Wyatt",Violin,Glasgow,Phillip's,"Mar 13, 2000",119,729.0,462.0,750.0,gbp
1253,"Cooper, Hugh Wyatt",Violin,,Skinner,"Dec 3, 1995",386,805.0,524.0,,usd
1253,"Cooper, Hugh Wyatt",Violin,Glasgow,Bonhams,"Nov 14, 1995",259,1077.0,690.0,,gbp
1253,"Cooper, Hugh Wyatt",Viola,Glasgow,Sotheby's,"Jun 20, 1995",193,2581.0,1610.0,,gbp
1253,"Cooper, Hugh Wyatt",Violin,Glasgow,Sotheby's,"Nov 1, 1994",33,1877.0,1150.0,,gbp
1253,"Cooper, Hugh Wyatt",Violin,Glasgow,Phillip's,"Oct 18, 1990",20,1504.0,770.0,,gbp
1723,"Copley, Arthur Henry",Viola Bow,,,"Nov 15, 2024",,4800.0,3785.0,4536.0,usd
1723,"Copley, Arthur Henry",Violin Bow,,,"Nov 15, 2024",,2280.0,1798.0,2154.0,usd
1723,"Copley, Arthur Henry",Violin Bow,,Tarisio,"Nov 9, 2017",101,5400.0,4121.0,4643.0,usd
1723,"Copley, Arthur Henry",Violin Bow,,Tarisio,"Mar 15, 2016",103,3346.0,2360.0,3012.0,gbp
1723,"Copley, Arthur Henry",Violin Bow,,Tarisio,"Mar 25, 2014",64,4093.0,2478.0,2968.0,gbp
1723,"Copley, Arthur Henry",Viola Bow,London,Tarisio,"May 9, 2009",24,4973.0,3296.0,3704.0,usd
1723,"Copley, Arthur Henry",Violin Bow,,Skinner,"May 2, 2004",115,2233.0,1258.0,1869.0,usd
5174,"Coratti, Ivano",Violin,Bologna,,"Nov 7, 2025",,7200.0,5487.0,6228.0,usd
5174,"Coratti, Ivano",Violin,Bologna,Sotheby's,"Jun 17, 1997",23,6595.0,4025.0,,gbp
1703,"Cordano, Jacopo Filippo",Violin,Genoa,Tarisio,"May 16, 2015",270,59000.0,37516.0,51596.0,usd
1703,"Cordano, Jacopo Filippo",Violin,Genoa,Skinner,"Oct 10, 2010",-,21230.0,13310.0,15302.0,usd
1703,"Cordano, Jacopo Filippo",Violin,Genoa,Skinner,"Oct 11, 2009",35,23700.0,14910.0,16068.0,usd
1703,"Cordano, Jacopo Filippo",Violin,Genoa,Bonhams,"Nov 4, 2008",257,42491.0,26400.0,33144.0,gbp
1703,"Cordano, Jacopo Filippo",Violin,Genoa,Skinner,"May 4, 2003",170,28200.0,17603.0,25091.0,usd
1703,"Cordano, Jacopo Filippo",Violin,Genoa,Bonhams,"Nov 18, 1998",118,24996.0,14950.0,,gbp
1703,"Cordano, Jacopo Filippo",Cello,Genoa,Puttick & Simpson,"May 24, 1956",-,418.0,150.0,,gbp
1703,"Cordano, Jacopo Filippo",Cello,Genoa,Puttick & Simpson,"Nov 17, 1955",-,390.0,140.0,,gbp
1753,"Corgiatini, Guillelmus",Violin,Arezzo,Tarisio,"Jun 6, 2002",IV 93,788.0,540.0,840.0,usd
1742,"Cornelissen, Marten",Violin,"Northampton, MA",,"Jun 9, 2023",,10200.0,8111.0,9470.0,usd
1742,"Cornelissen, Marten",Violin,"Northampton, MA",,"Mar 17, 2023",,9000.0,7406.0,8464.0,usd
1742,"Cornelissen, Marten",Violin,Apeldoorn,Tarisio,"Apr 26, 2022",96,4094.0,3227.0,3835.0,eur
1742,"Cornelissen, Marten",Violin,"Northampton, MA",Tarisio,"Jun 27, 2017",134,4214.0,3300.0,3733.0,gbp
1742,"Cornelissen, Marten",Violin,"Northampton, MA",Tarisio,"Mar 27, 2017",143,9658.0,7670.0,8877.0,gbp
1742,"Cornelissen, Marten",Violin,"Northampton, MA",Tarisio,"Feb 24, 2017",143,7670.0,6130.0,7255.0,usd
1742,"Cornelissen, Marten",Violin,"Northampton, MA",Tarisio,"Oct 14, 2016",188,15600.0,12771.0,14175.0,usd
1742,"Cornelissen, Marten",Violin,"Northampton, MA",Tarisio,"Jun 28, 2016",140,6024.0,4500.0,5440.0,gbp
1742,"Cornelissen, Marten",Violin,Apeldoorn,Tarisio,"Mar 15, 2016",152,5019.0,3540.0,4518.0,gbp
1742,"Cornelissen, Marten",Viola,"Northampton, MA",Tarisio,"Oct 24, 2015",69,7200.0,4674.0,6496.0,usd
1742,"Cornelissen, Marten",Viola,"Northampton, MA",Tarisio,"Feb 20, 2015",86,10800.0,6999.0,9484.0,usd
1742,"Cornelissen, Marten",Viola,"Northampton, MA",Skinner,"Apr 25, 2010",74,5925.0,3857.0,4451.0,usd
1742,"Cornelissen, Marten",Violin,"Northampton, MA",Tarisio,"May 19, 2006",378,2875.0,1533.0,2252.0,usd
1742,"Cornelissen, Marten",Violin,Apeldoorn,Christie's,"Jul 16, 2003",37,2811.0,1762.0,2524.0,gbp
1742,"Cornelissen, Marten",Violin,Apeldoorn,Christie's,"Mar 22, 1995",106,5551.0,3500.0,,gbp
1168,"Corsby, George I",Violin,London,Christie's,"Nov 2, 2005",14,852.0,480.0,711.0,gbp
1168,"Corsby, George I",Cello,,Bonhams,"Nov 1, 2004",179,1972.0,1076.0,1547.0,gbp
1168,"Corsby, George I",Violin Bow,London,Sotheby's,"Nov 5, 1996",276,3405.0,2070.0,,gbp
1168,"Corsby, George I",Cello,London,Phillip's,"Mar 13, 1991",293,1175.0,633.0,,gbp
1168,"Corsby, George I",Cello,,Phillip's,"Dec 15, 1988",30,2036.0,1114.0,,gbp
1168,"Corsby, George I",Viola Bow,London,Sotheby's,"Apr 30, 1987",410,2009.0,1210.0,,gbp
1168,"Corsby, George I",Cello Bow,,Christie's,"Nov 11, 1986",58,347.0,242.0,,gbp
1168,"Corsby, George I",Cello Bow,,Christie's,"Mar 18, 1986",35,190.0,129.0,,gbp
1168,"Corsby, George I",Violin,London,Sotheby's,"Nov 22, 1984",8,1147.0,935.0,,gbp
1168,"Corsby, George I",Cello,London,Sotheby's,"Jun 21, 1984",51,5244.0,3850.0,,gbp
138,"Corsini, Giorgio",Violin,Rome,Brompton's,"Mar 19, 2018",240,11796.0,8400.0,9571.0,gbp
138,"Corsini, Giorgio",Viola,Rome,Tarisio,"Nov 9, 2017",46,8400.0,6410.0,7222.0,usd
138,"Corsini, Giorgio",Violin,Rome,Bonhams,"May 11, 2015",53,9623.0,6215.0,8637.0,gbp
138,"Corsini, Giorgio",Violin,Rome,Tarisio,"Mar 28, 2013",178,9994.0,6600.0,7805.0,gbp
138,"Corsini, Giorgio",Violin,Rome,Tarisio,"Oct 15, 2010",401,9000.0,5616.0,6388.0,usd
138,"Corsini, Giorgio",Viola,Rome,Tarisio,"Oct 20, 2009",56,8845.0,5400.0,5908.0,gbp
138,"Corsini, Giorgio",Violin,Rome,Sotheby's,"Feb 22, 2005",141,6873.0,3600.0,5210.0,gbp
138,"Corsini, Giorgio",Violin,Rome,Skinner,"May 4, 2003",60,5875.0,3667.0,5227.0,usd
138,"Corsini, Giorgio",Violin,Rome,Tarisio,"Jun 6, 2002",IV 62,7875.0,5396.0,8390.0,usd
140,"Cortese, Andrea",Viola,Genoa,Tarisio,"Nov 9, 2017",57,12000.0,9158.0,10317.0,usd
140,"Cortese, Andrea",Viola,Genoa,Tarisio,"May 12, 2017",39,10030.0,7781.0,9184.0,usd
140,"Cortese, Andrea",Violin,Genoa,Brompton's,"Mar 14, 2016",215,20679.0,14400.0,18598.0,gbp
140,"Cortese, Andrea",Violin,Genoa,Brompton's,"Mar 14, 2016",216,12924.0,9000.0,11624.0,gbp
140,"Cortese, Andrea",Violin,Genoa,Skinner,"Nov 9, 2014",296,6500.0,4027.0,5089.0,usd
140,"Cortese, Andrea",Viola,Genoa,Tarisio,"Jun 26, 2014",13,15886.0,9440.0,11743.0,gbp
140,"Cortese, Andrea",Violin,Genoa,Brompton's,"Mar 23, 2014",182,29677.0,18000.0,21515.0,gbp
140,"Cortese, Andrea",Violin,Genoa,Tarisio,"Mar 5, 2012",141,9503.0,6000.0,7189.0,gbp
140,"Cortese, Andrea",Violin,Genoa,Sotheby's,"Oct 4, 2011",107,10580.0,6875.0,8027.0,gbp
140,"Cortese, Andrea",Violin,Genoa,Tarisio,"May 6, 2011",262,10200.0,6213.0,7034.0,usd
140,"Cortese, Andrea",Cello,,Sotheby's,"Mar 30, 2004",90,5485.0,3000.0,4501.0,gbp
140,"Cortese, Andrea",Violin,Genoa,Skinner,"Nov 21, 1993",109,14300.0,9720.0,,usd
140,"Cortese, Andrea",Violin,Genoa,Sotheby's,"Jun 22, 1988",106,4472.0,2530.0,,gbp
2194,"Corvisier, Eugene",Violin,Paris,Vichy-Enchères,"Dec 3, 2020",264,4524.0,3361.0,3720.0,eur
2194,"Corvisier, Eugene",Violin,Paris,Sotheby's,"Nov 11, 2003",18,4001.0,2400.0,3480.0,gbp
2194,"Corvisier, Eugene",Violin,Paris,Sotheby's,"Mar 20, 2001",202,3428.0,2400.0,3801.0,gbp
2719,"Costa, Antonio",Violin,Emilia-Romagna,Tarisio,"Oct 19, 2020",112,4987.0,3835.0,4232.0,gbp
2526,"Costa, Giovanni Battista",Violin,Venice,Christie's,"Nov 3, 2004",53,44084.0,23900.0,34564.0,gbp
15702,"Costantini, Livio",Viola,Castelfidardo,Tarisio,"Oct 25, 2022",32,2273.0,1979.0,2280.0,eur
1432,"Courtier, Louis Charles",Violin,,Vichy-Enchères,"Dec 8, 2011",14,1661.0,1057.0,1239.0,eur
1432,"Courtier, Louis Charles",Violin,Mirecourt,Tarisio,"May 19, 2006",345,3163.0,1686.0,2477.0,usd
1432,"Courtier, Louis Charles",Violin,Mirecourt,Tarisio,"May 6, 2004",249,1725.0,961.0,1424.0,usd
1432,"Courtier, Louis Charles",Violin,,Gardiner-Houlgate,"Mar 18, 2001",305,1113.0,780.0,1244.0,gbp
1432,"Courtier, Louis Charles",Violin,,Christie's,"May 5, 2000",165,2350.0,1537.0,2616.0,usd
1432,"Courtier, Louis Charles",Violin,,Christie's,"May 5, 2000",305,2115.0,1383.0,2354.0,usd
1432,"Courtier, Louis Charles",Violin,Mirecourt,Phillip's,"Jul 23, 1992",93,1305.0,682.0,,gbp
1432,"Courtier, Louis Charles",Violin,,Ader Tajan,"Mar 1, 1989",59,541.0,314.0,,
1432,"Courtier, Louis Charles",Violin,,Christie's,"Mar 31, 1989",195,1668.0,990.0,,gbp
1432,"Courtier, Louis Charles",Violin,Mirecourt,Bongartz's,"Apr 22, 1985",196,728.0,570.0,,
5210,"Couture, Camille",Violin,Montreal,,"Jun 5, 2023",,2674.0,2160.0,2503.0,gbp
15357,"Couturieux, François",Viola,Mirecourt,,"Nov 30, 2023",,10908.0,8640.0,10000.0,eur
15357,"Couturieux, François",Violin,Mirecourt,Vichy-Enchères,"Jun 2, 2022",18,7062.0,5636.0,6600.0,eur
15357,"Couturieux, François",Violin,Mirecourt,Vichy-Enchères,"Dec 2, 2021",318,28119.0,21115.0,24800.0,eur
5212,"Couturieux, Joseph",Violin,Paris,Millon & Associés (Gilles Chancereul),"Apr 1, 2001",134,4032.0,2841.0,4565.0,
5212,"Couturieux, Joseph",Violin,Paris,Bongartz's,"Nov 19, 1988",184,3169.0,1745.0,,
1459,"Couturieux, Michel",Violin,Mirecourt,Ingles & Hayday,"Nov 1, 2022",199,5505.0,4800.0,5578.0,gbp
1459,"Couturieux, Michel",Cello,Paris,Tarisio,"Jun 26, 2013",25,15662.0,10200.0,12025.0,gbp
1459,"Couturieux, Michel",Violin,,Brompton's,"Dec 12, 2011",6,563.0,360.0,425.0,gbp
1459,"Couturieux, Michel",Violin,,Brompton's,"Mar 7, 2011",295,875.0,540.0,624.0,gbp
1459,"Couturieux, Michel",Violin,Paris,Tarisio,"Dec 18, 2008",294,1872.0,1239.0,1281.0,usd
1459,"Couturieux, Michel",Violin,Paris,Tarisio,"Aug 20, 2008",38,585.0,314.0,397.0,usd
1459,"Couturieux, Michel",Violin,Paris,Tarisio,"Jul 21, 2005",203,207.0,118.0,170.0,usd
1459,"Couturieux, Michel",Violin,,Bongartz's,"May 21, 2005",445,1036.0,568.0,822.0,eur
1459,"Couturieux, Michel",Violin,Paris,Bonhams,"Sep 1, 2002",340,1156.0,747.0,1176.0,gbp
1459,"Couturieux, Michel",Violin,,Christie's,"Nov 17, 1999",193,812.0,500.0,780.0,gbp
1459,"Couturieux, Michel",Violin,Paris,Christie's,"Nov 18, 1998",318,769.0,460.0,,gbp
1459,"Couturieux, Michel",Violin,Paris,Skinner,"May 4, 1997",253,805.0,496.0,,usd
5213,"Couturieux, Nicolas",Violin,,Vichy-Enchères,"Dec 2, 2021",151,2671.0,2006.0,2356.0,eur
5213,"Couturieux, Nicolas",Violin,Lyon,Tarisio,"Jun 7, 2021",100,4676.0,3300.0,3845.0,gbp
15683,"Couturieux, Sébastien",Violin,Marseille,Vichy-Enchères,"Jun 2, 2022",52,3595.0,2869.0,3360.0,eur
2810,"Cox, Douglas",Violin,"Brattleboro, VT",Tarisio,"Aug 21, 2015",151,6000.0,3828.0,5319.0,usd
2810,"Cox, Douglas",Violin,"Brattleboro, VT",Tarisio,"May 16, 2015",199,5900.0,3752.0,5160.0,usd
2810,"Cox, Douglas",Violin,"Brattleboro, VT",Tarisio,"Feb 25, 2013",298,7200.0,4756.0,5412.0,usd
5218,"Cox, William",Violin,"Detroit, MI",Freeman's Auctions,"Nov 20, 2015",202,1560.0,1023.0,1460.0,usd
5218,"Cox, William",Violin,,Skinner,"May 23, 1993",196,1760.0,1142.0,,usd
5225,"Craig, Thomas",Violin,Aberdeen,Bonhams,"Jun 24, 2008",233,1182.0,600.0,760.0,gbp
5225,"Craig, Thomas",Violin,Edinburgh,Christie's,"Jul 16, 1997",215,1541.0,920.0,,gbp
5225,"Craig, Thomas",Violin,Aberdeen,Sotheby's,"Jun 21, 1984",205,539.0,396.0,,gbp
5225,"Craig, Thomas",Cello,Aberdeen,Bongartz's,"Apr 9, 1984",98,146.0,103.0,,
